ID,dataset,model,noise,noise-args,robust-method,loss-args,eval_loss,eval_accuracy,epochs,batch_size,best-hyperparameters,seed
LNSD-751,german,simple-mlp,uniform,0.25,none,[],0.6131443381309509,0.6850000023841858,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 12, 'hidden_size_2': 19, 'dropout': 0}",62.0
LNSD-544,german,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.2770959138870239,0.6850000023841858,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 37, 'hidden_size_1': 8, 'dropout': 0}",1234.0
LNSD-517,german,simple-mlp,uniform,0.0,boot-hard,[],0.5309018492698669,0.6850000023841858,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 11, 'dropout': 0}",1234.0
LNSD-1060,german,simple-mlp,uniform,0.2,none,[],0.6166592836380005,0.6800000071525574,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 57, 'dropout': 0}",321.0
LNSD-1047,german,simple-mlp,uniform,0.05,boot-hard,[],0.5390738248825073,0.6800000071525574,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 33, 'dropout': 0}",321.0
LNSD-966,german,simple-mlp,uniform,0.3,boot-soft,[],0.626217246055603,0.6800000071525574,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",1746.0
LNSD-756,german,simple-mlp,uniform,0.3,boot-soft,[],0.5926801562309265,0.6800000071525574,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 11, 'hidden_size_1': 37, 'hidden_size_2': 9, 'dropout': 0}",62.0
LNSD-650,german,simple-mlp,uniform,0.3,none,[],0.6107969284057617,0.6800000071525574,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 28, 'hidden_size_2': 80, 'dropout': 0}",777.0
LNSD-645,german,simple-mlp,uniform,0.25,none,[],0.6196735501289368,0.6800000071525574,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 9, 'hidden_size_1': 28, 'hidden_size_2': 80, 'dropout': 0}",777.0
LNSD-524,german,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.5121209621429443,0.6800000071525574,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 17, 'hidden_size_1': 14, 'dropout': 0}",1234.0
LNSD-441,german,simple-mlp,uniform,0.3,boot-soft,[],0.639666736125946,0.6800000071525574,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-1074,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.22336331009864807,0.675000011920929,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 35, 'dropout': 0}",321.0
LNSD-1071,german,simple-mlp,uniform,0.3,boot-soft,[],0.6440905928611755,0.675000011920929,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 35, 'hidden_size_1': 30, 'hidden_size_2': 42, 'dropout': 0}",321.0
LNSD-1063,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.6038303971290588,0.675000011920929,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 23, 'dropout': 0}",321.0
LNSD-1065,german,simple-mlp,uniform,0.25,none,[],0.6086688041687012,0.6700000166893005,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 72, 'dropout': 0}",321.0
LNSD-954,german,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.45977160334587097,0.6700000166893005,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 11, 'dropout': 0}",1746.0
LNSD-857,german,simple-mlp,uniform,0.25,boot-hard,[],0.570509672164917,0.6700000166893005,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 8, 'dropout': 0}",42.0
LNSD-540,german,simple-mlp,uniform,0.25,none,[],0.6182655096054077,0.6700000166893005,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 8, 'hidden_size_1': 11, 'dropout': 0}",1234.0
LNSD-539,german,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.29385265707969666,0.6700000166893005,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 16, 'dropout': 0}",1234.0
LNSD-532,german,simple-mlp,uniform,0.15,boot-hard,[],0.5293127298355103,0.6700000166893005,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 27, 'hidden_size_1': 22, 'dropout': 0}",1234.0
LNSD-747,german,simple-mlp,uniform,0.2,boot-hard,[],0.5386285185813904,0.6650000214576721,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 122, 'hidden_size_1': 8, 'hidden_size_2': 59, 'dropout': 0}",62.0
LNSD-643,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.584965169429779,0.6650000214576721,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 82, 'hidden_size_1': 8, 'hidden_size_2': 25, 'dropout': 0}",777.0
LNSD-518,german,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.5851395130157471,0.6650000214576721,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 14, 'hidden_size_1': 8, 'dropout': 0}",1234.0
LNSD-1067,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.6236382126808167,0.6600000262260437,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 117, 'hidden_size_2': 92, 'dropout': 0}",321.0
LNSD-557,german,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.19432273507118225,0.6600000262260437,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 38, 'hidden_size_1': 64, 'dropout': 0}",1234.0
LNSD-554,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.6241188645362854,0.6600000262260437,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 76, 'hidden_size_1': 65, 'dropout': 0}",1234.0
LNSD-523,german,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.6001217365264893,0.6600000262260437,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 9, 'hidden_size_2': 26, 'dropout': 0}",1234.0
LNSD-1066,german,simple-mlp,uniform,0.25,boot-soft,[],0.6171390414237976,0.6549999713897705,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 23, 'dropout': 0}",321.0
LNSD-960,german,simple-mlp,uniform,0.25,none,[],0.6075525879859924,0.6549999713897705,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",1746.0
LNSD-542,german,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.6210228204727173,0.6549999713897705,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 9, 'dropout': 0}",1234.0
LNSD-1107,diabetes,simple-mlp,uniform,0.3,boot-hard,[],0.5300339460372925,0.6538461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 78, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-1062,german,simple-mlp,uniform,0.2,boot-hard,[],0.5616563558578491,0.6499999761581421,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 18, 'hidden_size_1': 35, 'hidden_size_2': 8, 'dropout': 0}",321.0
LNSD-652,german,simple-mlp,uniform,0.3,boot-hard,[],0.5676479935646057,0.6499999761581421,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 117, 'dropout': 0}",777.0
LNSD-543,german,simple-mlp,uniform,0.25,boot-soft,[],0.6103861927986145,0.6499999761581421,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 12, 'hidden_size_1': 9, 'hidden_size_2': 8, 'dropout': 0}",1234.0
LNSD-1073,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.6288279891014099,0.6449999809265137,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 32, 'hidden_size_1': 13, 'hidden_size_2': 47, 'dropout': 0}",321.0
LNSD-862,german,simple-mlp,uniform,0.3,boot-hard,[],0.6370105147361755,0.6449999809265137,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 128, 'hidden_size_1': 39, 'hidden_size_2': 66, 'dropout': 0}",42.0
LNSD-545,german,simple-mlp,uniform,0.3,none,[],0.6285192370414734,0.6449999809265137,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 13, 'hidden_size_1': 20, 'hidden_size_2': 113, 'dropout': 0}",1234.0
LNSD-541,german,simple-mlp,uniform,0.25,boot-hard,[],0.5699688196182251,0.6449999809265137,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 11, 'hidden_size_1': 22, 'dropout': 0}",1234.0
LNSD-537,german,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.6063063144683838,0.6449999809265137,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 30, 'dropout': 0}",1234.0
LNSD-651,german,simple-mlp,uniform,0.3,boot-soft,[],0.6118372082710266,0.6399999856948853,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 17, 'hidden_size_1': 41, 'hidden_size_2': 38, 'dropout': 0}",777.0
LNSD-961,german,simple-mlp,uniform,0.25,boot-soft,[],0.620627760887146,0.6349999904632568,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 30, 'hidden_size_1': 42, 'dropout': 0}",1746.0
LNSD-956,german,simple-mlp,uniform,0.2,boot-soft,[],0.6127302646636963,0.6200000047683716,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 28, 'hidden_size_1': 125, 'hidden_size_2': 21, 'dropout': 0}",1746.0
LNSD-1070,german,simple-mlp,uniform,0.3,none,[],0.6491787433624268,0.5699999928474426,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 8, 'hidden_size_2': 128, 'dropout': 0}",321.0
LNSD-965,german,simple-mlp,uniform,0.3,none,[],0.6826591491699219,0.5649999976158142,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 59, 'hidden_size_1': 104, 'dropout': 0}",1746.0
LNSD-863,german,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.6760284304618835,0.5600000023841858,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 67, 'hidden_size_1': 35, 'hidden_size_2': 122, 'dropout': 0}",42.0
