ID,dataset,model,noise,noise-args,robust-method,loss-args,eval_loss,eval_accuracy,epochs,batch_size,best-hyperparameters,seed
LNSD-501,breast-cancer,simple-mlp,uniform,0.2,boot-soft,[],0.3692839741706848,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 38, 'hidden_size_1': 79, 'hidden_size_2': 16, 'dropout': 0}",1234.0
LNSD-500,breast-cancer,simple-mlp,uniform,0.2,none,[],0.35966378450393677,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 16, 'dropout': 0}",1234.0
LNSD-498,breast-cancer,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.3020744323730469,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 57, 'dropout': 0}",1234.0
LNSD-497,breast-cancer,simple-mlp,uniform,0.15,boot-soft,[],0.27137863636016846,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 12, 'hidden_size_2': 61, 'dropout': 0}",1234.0
LNSD-493,breast-cancer,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.2857794165611267,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 16, 'hidden_size_1': 16, 'dropout': 0}",1234.0
LNSD-409,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.9888399243354797,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 15, 'dropout': 0}",1147.0
LNSD-303,breast-cancer,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5248683094978333,0.9210526347160339,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 14, 'dropout': 0}",147.0
LNSD-297,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.3317873179912567,0.9210526347160339,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 25, 'hidden_size_1': 22, 'hidden_size_2': 41, 'dropout': 0}",147.0
LNSD-292,breast-cancer,simple-mlp,uniform,0.2,boot-soft,[],0.36484062671661377,0.9210526347160339,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 8, 'dropout': 0}",147.0
LNSD-1091,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.32700392603874207,0.9134615659713745,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 125, 'dropout': 0}",321.0
LNSD-996,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.35203343629837036,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 57, 'hidden_size_1': 91, 'dropout': 0}",1746.0
LNSD-980,diabetes,simple-mlp,uniform,0.1,none,[],0.3028180003166199,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 59, 'hidden_size_1': 35, 'hidden_size_2': 12, 'dropout': 0}",1746.0
LNSD-974,diabetes,simple-mlp,uniform,0.0,backward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.2259838730096817,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 87, 'hidden_size_2': 45, 'dropout': 0}",1746.0
LNSD-866,diabetes,simple-mlp,uniform,0.0,boot-soft,[],0.16617973148822784,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 95, 'dropout': 0}",42.0
LNSD-781,diabetes,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.20259834825992584,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 35, 'hidden_size_1': 73, 'dropout': 0}",62.0
LNSD-768,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.26188331842422485,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 50, 'hidden_size_1': 41, 'dropout': 0}",62.0
LNSD-674,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.37903568148612976,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 39, 'hidden_size_1': 43, 'dropout': 0}",777.0
LNSD-671,diabetes,simple-mlp,uniform,0.1,boot-hard,[],0.2145308405160904,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 79, 'hidden_size_1': 56, 'hidden_size_2': 8, 'dropout': 0}",777.0
LNSD-669,diabetes,simple-mlp,uniform,0.15,none,[],0.3450064957141876,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 11, 'hidden_size_1': 128, 'dropout': 0}",777.0
LNSD-663,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.25186142325401306,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 109, 'hidden_size_1': 43, 'dropout': 0}",777.0
LNSD-661,diabetes,simple-mlp,uniform,0.05,none,[],0.2292558252811432,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 118, 'hidden_size_1': 107, 'dropout': 0}",777.0
LNSD-583,diabetes,simple-mlp,uniform,0.25,none,[],0.35696542263031006,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 42, 'hidden_size_1': 127, 'dropout': 0}",1234.0
LNSD-574,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.381536066532135,0.9134615659713745,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 48, 'dropout': 0}",1234.0
LNSD-562,diabetes,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.3640916049480438,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 76, 'hidden_size_1': 79, 'hidden_size_2': 16, 'dropout': 0}",1234.0
LNSD-550,diabetes,simple-mlp,uniform,0.05,none,[],0.1868155598640442,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 114, 'hidden_size_1': 90, 'hidden_size_2': 21, 'dropout': 0}",1234.0
LNSD-464,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.40287357568740845,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 79, 'hidden_size_1': 22, 'hidden_size_2': 15, 'dropout': 0}",1147.0
LNSD-460,diabetes,simple-mlp,uniform,0.15,none,[],0.35692504048347473,0.9134615659713745,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 19, 'dropout': 0}",1147.0
LNSD-446,diabetes,simple-mlp,uniform,0.0,none,[],0.2635240852832794,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 17, 'hidden_size_1': 34, 'hidden_size_2': 59, 'dropout': 0}",1147.0
LNSD-374,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-6.317262649536133,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 42, 'hidden_size_1': 122, 'hidden_size_2': 115, 'dropout': 0}",147.0
LNSD-371,diabetes,simple-mlp,uniform,0.3,boot-soft,[],0.4125814437866211,0.9134615659713745,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 43, 'hidden_size_1': 12, 'hidden_size_2': 18, 'dropout': 0}",147.0
LNSD-350,diabetes,simple-mlp,uniform,0.1,none,[],0.2403126358985901,0.9134615659713745,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 52, 'hidden_size_1': 13, 'dropout': 0}",147.0
LNSD-1038,breast-cancer,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.5048197507858276,0.9122806787490845,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 18, 'hidden_size_1': 16, 'dropout': 0}",321.0
LNSD-1014,breast-cancer,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.06445864588022232,0.9122806787490845,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 10, 'hidden_size_1': 33, 'dropout': 0}",321.0
LNSD-930,breast-cancer,simple-mlp,uniform,0.3,none,[],0.3940243721008301,0.9122806787490845,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 117, 'hidden_size_1': 49, 'dropout': 0}",1746.0
LNSD-923,breast-cancer,simple-mlp,uniform,0.2,boot-soft,[],0.3696635663509369,0.9122806787490845,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 12, 'hidden_size_1': 8, 'dropout': 0}",1746.0
LNSD-921,breast-cancer,simple-mlp,uniform,0.15,boot-hard,[],0.24296770989894867,0.9122806787490845,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 10, 'dropout': 0}",1746.0
LNSD-819,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-1.2825919389724731,0.9122806787490845,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 27, 'hidden_size_1': 70, 'hidden_size_2': 13, 'dropout': 0}",42.0
LNSD-816,breast-cancer,simple-mlp,uniform,0.2,none,[],0.3440631628036499,0.9122806787490845,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 24, 'dropout': 0}",42.0
LNSD-722,breast-cancer,simple-mlp,uniform,0.3,boot-hard,[],0.34072697162628174,0.9122806787490845,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 85, 'hidden_size_1': 13, 'dropout': 0}",62.0
LNSD-615,breast-cancer,simple-mlp,uniform,0.3,none,[],0.3850928843021393,0.9122806787490845,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 82, 'dropout': 0}",777.0
LNSD-601,breast-cancer,simple-mlp,uniform,0.15,boot-soft,[],0.29105857014656067,0.9122806787490845,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 16, 'hidden_size_2': 12, 'dropout': 0}",777.0
LNSD-513,breast-cancer,simple-mlp,uniform,0.3,forward,"[[[0.7, 0.3], [0.3, 0.7]]]",0.49265268445014954,0.9122806787490845,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 23, 'dropout': 0}",1234.0
LNSD-510,breast-cancer,simple-mlp,uniform,0.3,none,[],0.38879114389419556,0.9122806787490845,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 21, 'dropout': 0}",1234.0
LNSD-502,breast-cancer,simple-mlp,uniform,0.2,boot-hard,[],0.3196958601474762,0.9122806787490845,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 90, 'hidden_size_1': 49, 'dropout': 0}",1234.0
LNSD-1103,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.4585758447647095,0.9038461446762085,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 48, 'dropout': 0}",321.0
LNSD-1101,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.43236252665519714,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 78, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-1086,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.2895837426185608,0.9038461446762085,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 73, 'dropout': 0}",321.0
LNSD-994,diabetes,simple-mlp,uniform,0.25,none,[],0.3528757393360138,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 44, 'hidden_size_1': 114, 'dropout': 0}",1746.0
LNSD-978,diabetes,simple-mlp,uniform,0.05,backward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.08311238884925842,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 72, 'hidden_size_1': 38, 'hidden_size_2': 36, 'dropout': 0}",1746.0
LNSD-890,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.37481755018234253,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 83, 'hidden_size_1': 39, 'hidden_size_2': 15, 'dropout': 0}",42.0
LNSD-879,diabetes,simple-mlp,uniform,0.1,backward,"[[[0.9, 0.1], [0.1, 0.9]]]",-0.1561485379934311,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 72, 'hidden_size_1': 13, 'hidden_size_2': 69, 'dropout': 0}",42.0
LNSD-878,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.27164599299430847,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 72, 'hidden_size_1': 13, 'hidden_size_2': 69, 'dropout': 0}",42.0
LNSD-782,diabetes,simple-mlp,uniform,0.15,none,[],0.33192843198776245,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 31, 'dropout': 0}",62.0
LNSD-772,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.3701874315738678,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 45, 'hidden_size_1': 17, 'dropout': 0}",62.0
LNSD-767,diabetes,simple-mlp,uniform,0.05,boot-hard,[],0.1982734501361847,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 127, 'hidden_size_1': 128, 'hidden_size_2': 59, 'dropout': 0}",62.0
LNSD-763,diabetes,simple-mlp,uniform,0.0,forward,"[[[1.0, 0.0], [0.0, 1.0]]]",0.2236354947090149,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 18, 'hidden_size_1': 81, 'hidden_size_2': 105, 'dropout': 0}",62.0
LNSD-684,diabetes,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-0.7492786645889282,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 68, 'hidden_size_1': 51, 'dropout': 0}",777.0
LNSD-678,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.4619123339653015,0.9038461446762085,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 34, 'dropout': 0}",777.0
LNSD-675,diabetes,simple-mlp,uniform,0.2,none,[],0.3052850365638733,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 118, 'hidden_size_1': 107, 'dropout': 0}",777.0
LNSD-656,diabetes,simple-mlp,uniform,0.0,boot-soft,[],0.2151678204536438,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 17, 'dropout': 0}",777.0
LNSD-584,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.4313431978225708,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 25, 'hidden_size_2': 42, 'dropout': 0}",1234.0
LNSD-475,diabetes,simple-mlp,uniform,0.3,none,[],0.43667683005332947,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 48, 'hidden_size_1': 26, 'hidden_size_2': 16, 'dropout': 0}",1147.0
LNSD-473,diabetes,simple-mlp,uniform,0.2,none,[],0.323486328125,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 76, 'dropout': 0}",1147.0
LNSD-471,diabetes,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.47223329544067383,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 46, 'hidden_size_1': 83, 'hidden_size_2': 20, 'dropout': 0}",1147.0
LNSD-461,diabetes,simple-mlp,uniform,0.15,boot-soft,[],0.3275468051433563,0.9038461446762085,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 46, 'hidden_size_1': 33, 'dropout': 0}",1147.0
LNSD-453,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.27668216824531555,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 11, 'hidden_size_1': 51, 'hidden_size_2': 49, 'dropout': 0}",1147.0
LNSD-450,diabetes,simple-mlp,uniform,0.05,none,[],0.25644880533218384,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 40, 'hidden_size_1': 14, 'hidden_size_2': 115, 'dropout': 0}",1147.0
LNSD-365,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.3448020815849304,0.9038461446762085,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 30, 'hidden_size_1': 95, 'hidden_size_2': 68, 'dropout': 0}",147.0
LNSD-823,breast-cancer,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-1.7885102033615112,0.9035087823867798,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 118, 'hidden_size_2': 80, 'dropout': 0}",42.0
LNSD-714,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-2.9527153968811035,0.9035087823867798,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 90, 'hidden_size_1': 12, 'hidden_size_2': 112, 'dropout': 0}",62.0
LNSD-617,breast-cancer,simple-mlp,uniform,0.3,boot-hard,[],0.36246946454048157,0.9035087823867798,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 42, 'hidden_size_1': 44, 'hidden_size_2': 27, 'dropout': 0}",777.0
LNSD-603,breast-cancer,simple-mlp,uniform,0.15,boot-hard,[],0.23886355757713318,0.9035087823867798,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 8, 'hidden_size_1': 36, 'hidden_size_2': 55, 'dropout': 0}",777.0
LNSD-299,breast-cancer,simple-mlp,uniform,0.25,backward,"[[[0.75, 0.25], [0.25, 0.75]]]",-4.134057998657227,0.9035087823867798,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 13, 'hidden_size_1': 108, 'hidden_size_2': 51, 'dropout': 0}",147.0
LNSD-298,breast-cancer,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.3959505558013916,0.9035087823867798,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 25, 'hidden_size_1': 22, 'hidden_size_2': 41, 'dropout': 0}",147.0
LNSD-295,breast-cancer,simple-mlp,uniform,0.25,none,[],0.35557737946510315,0.9035087823867798,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 101, 'hidden_size_1': 76, 'hidden_size_2': 8, 'dropout': 0}",147.0
LNSD-287,breast-cancer,simple-mlp,uniform,0.15,forward,"[[[0.85, 0.15], [0.15, 0.85]]]",0.3347143828868866,0.9035087823867798,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 35, 'dropout': 0}",147.0
LNSD-934,breast-cancer,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-2.7525882720947266,0.8947368264198303,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 22, 'hidden_size_1': 40, 'dropout': 0}",1746.0
LNSD-931,breast-cancer,simple-mlp,uniform,0.3,boot-soft,[],0.3998585045337677,0.8947368264198303,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 112, 'hidden_size_1': 83, 'dropout': 0}",1746.0
LNSD-824,breast-cancer,simple-mlp,uniform,0.3,none,[],0.42906591296195984,0.8947368264198303,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 72, 'hidden_size_1': 50, 'dropout': 0}",42.0
LNSD-818,breast-cancer,simple-mlp,uniform,0.2,boot-soft,[],0.376497745513916,0.8947368264198303,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 16, 'dropout': 0}",42.0
LNSD-716,breast-cancer,simple-mlp,uniform,0.25,boot-hard,[],0.32830971479415894,0.8947368264198303,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 54, 'hidden_size_1': 31, 'dropout': 0}",62.0
LNSD-506,breast-cancer,simple-mlp,uniform,0.25,none,[],0.37490391731262207,0.8947368264198303,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 14, 'hidden_size_1': 83, 'hidden_size_2': 37, 'dropout': 0}",1234.0
LNSD-504,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.13427112996578217,0.8947368264198303,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 11, 'hidden_size_1': 10, 'dropout': 0}",1234.0
LNSD-403,breast-cancer,simple-mlp,uniform,0.25,forward,"[[[0.75, 0.25], [0.25, 0.75]]]",0.4425027370452881,0.8947368264198303,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 9, 'dropout': 0}",1147.0
LNSD-294,breast-cancer,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-1.7985237836837769,0.8947368264198303,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 63, 'hidden_size_1': 13, 'hidden_size_2': 19, 'dropout': 0}",147.0
LNSD-1109,diabetes,simple-mlp,uniform,0.3,backward,"[[[0.7, 0.3], [0.3, 0.7]]]",-0.8464755415916443,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 19, 'hidden_size_1': 8, 'hidden_size_2': 128, 'dropout': 0}",321.0
LNSD-1102,diabetes,simple-mlp,uniform,0.25,boot-hard,[],0.3495023548603058,0.8942307829856873,10.0,32.0,"{'num_layers': 1, 'hidden_size_0': 87, 'dropout': 0}",321.0
LNSD-1100,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.38882139325141907,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 10, 'hidden_size_1': 78, 'hidden_size_2': 18, 'dropout': 0}",321.0
LNSD-1097,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.38139426708221436,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 35, 'hidden_size_1': 30, 'hidden_size_2': 42, 'dropout': 0}",321.0
LNSD-1085,diabetes,simple-mlp,uniform,0.1,none,[],0.3048226535320282,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 20, 'hidden_size_1': 8, 'hidden_size_2': 82, 'dropout': 0}",321.0
LNSD-997,diabetes,simple-mlp,uniform,0.25,boot-soft,[],0.38667407631874084,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 59, 'hidden_size_1': 35, 'hidden_size_2': 12, 'dropout': 0}",1746.0
LNSD-995,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.3707353174686432,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 72, 'hidden_size_1': 38, 'hidden_size_2': 36, 'dropout': 0}",1746.0
LNSD-992,diabetes,simple-mlp,uniform,0.15,none,[],0.35588157176971436,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 73, 'hidden_size_1': 10, 'hidden_size_2': 58, 'dropout': 0}",1746.0
LNSD-990,diabetes,simple-mlp,uniform,0.2,forward,"[[[0.8, 0.2], [0.2, 0.8]]]",0.42119210958480835,0.8942307829856873,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 87, 'hidden_size_1': 11, 'dropout': 0}",1746.0
LNSD-981,diabetes,simple-mlp,uniform,0.1,boot-soft,[],0.29153531789779663,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 96, 'hidden_size_1': 63, 'hidden_size_2': 58, 'dropout': 0}",1746.0
LNSD-880,diabetes,simple-mlp,uniform,0.15,none,[],0.293393611907959,0.8942307829856873,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 93, 'hidden_size_1': 19, 'dropout': 0}",42.0
LNSD-875,diabetes,simple-mlp,uniform,0.1,none,[],0.24781468510627747,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 25, 'hidden_size_1': 65, 'hidden_size_2': 49, 'dropout': 0}",42.0
LNSD-873,diabetes,simple-mlp,uniform,0.05,forward,"[[[0.95, 0.05], [0.05, 0.95]]]",0.24457396566867828,0.8942307829856873,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 50, 'hidden_size_1': 34, 'dropout': 0}",42.0
LNSD-780,diabetes,simple-mlp,uniform,0.2,backward,"[[[0.8, 0.2], [0.2, 0.8]]]",-0.04008428379893303,0.8942307829856873,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 25, 'hidden_size_1': 19, 'dropout': 0}",62.0
LNSD-662,diabetes,simple-mlp,uniform,0.1,none,[],0.32176488637924194,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 32, 'hidden_size_1': 17, 'hidden_size_2': 52, 'dropout': 0}",777.0
LNSD-465,diabetes,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.15854991972446442,0.8942307829856873,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 34, 'hidden_size_1': 45, 'dropout': 0}",1147.0
LNSD-462,diabetes,simple-mlp,uniform,0.15,boot-hard,[],0.2464669644832611,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 77, 'hidden_size_1': 11, 'hidden_size_2': 88, 'dropout': 0}",1147.0
LNSD-458,diabetes,simple-mlp,uniform,0.1,forward,"[[[0.9, 0.1], [0.1, 0.9]]]",0.2904212474822998,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 20, 'hidden_size_1': 16, 'hidden_size_2': 27, 'dropout': 0}",1147.0
LNSD-457,diabetes,simple-mlp,uniform,0.1,boot-hard,[],0.28199413418769836,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 16, 'hidden_size_1': 115, 'hidden_size_2': 16, 'dropout': 0}",1147.0
LNSD-452,diabetes,simple-mlp,uniform,0.05,boot-soft,[],0.3019405007362366,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 12, 'hidden_size_1': 48, 'hidden_size_2': 9, 'dropout': 0}",1147.0
LNSD-367,diabetes,simple-mlp,uniform,0.2,boot-soft,[],0.3731001317501068,0.8942307829856873,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 13, 'hidden_size_1': 108, 'hidden_size_2': 51, 'dropout': 0}",147.0
LNSD-1031,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.386900931596756,0.8859649300575256,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 38, 'hidden_size_1': 29, 'dropout': 0}",321.0
LNSD-1030,breast-cancer,simple-mlp,uniform,0.25,none,[],0.4894726276397705,0.8859649300575256,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 22, 'hidden_size_1': 8, 'dropout': 0}",321.0
LNSD-717,breast-cancer,simple-mlp,uniform,0.25,boot-soft,[],0.37186670303344727,0.8859649300575256,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 107, 'hidden_size_1': 12, 'dropout': 0}",62.0
LNSD-499,breast-cancer,simple-mlp,uniform,0.15,backward,"[[[0.85, 0.15], [0.15, 0.85]]]",-0.6373518705368042,0.8859649300575256,10.0,32.0,"{'num_layers': 3, 'hidden_size_0': 26, 'hidden_size_1': 11, 'hidden_size_2': 12, 'dropout': 0}",1234.0
LNSD-1099,diabetes,simple-mlp,uniform,0.25,none,[],0.3933829963207245,0.8846153616905212,10.0,32.0,"{'num_layers': 2, 'hidden_size_0': 51, 'hidden_size_1': 10, 'dropout': 0}",321.0
